906,Sourav_Ganguly_0003.jpg,fear
906,Sourav_Ganguly_0004.jpg,happiness
906,Sourav_Ganguly_0005.jpg,neutral
906,Spencer_Abraham_0001.jpg,anger
906,Spencer_Abraham_0003.jpg,anger
906,Spencer_Abraham_0004.jpg,anger
906,Spencer_Abraham_0005.jpg,neutral
906,Spencer_Abraham_0006.jpg,anger
906,Spencer_Abraham_0007.jpg,sad
906,Spencer_Abraham_0008.jpg,neutral
906,Spencer_Abraham_0009.jpg,neutral
906,Spencer_Abraham_0010.jpg,anger
906,Spencer_Abraham_0011.jpg,fear
906,Spencer_Abraham_0012.jpg,fear
906,Spencer_Abraham_0013.jpg,anger
906,Spencer_Abraham_0014.jpg,neutral
906,Spencer_Abraham_0015.jpg,fear
906,Spencer_Abraham_0016.jpg,neutral
906,Spencer_Abraham_0017.jpg,anger
906,Spike_Helmick_0001.jpg,fear
906,Spike_Jonze_0001.jpg,happiness
906,Spike_Lee_0001.jpg,anger
906,Stacey_Dales-Schuman_0001.jpg,fear
906,Stacey_Jones_0001.jpg,sad
906,Stacey_Yamaguchi_0001.jpg,sad
906,Stacy_Dragila_0001.jpg,happiness
906,Stacy_Dragila_0002.jpg,sad
906,Stacy_Nelson_0001.jpg,happiness
906,Stan_Heath_0001.jpg,anger
906,Stan_Heath_0002.jpg,anger
906,Stan_Kasten_0001.jpg,sad
906,Stan_Kroenke_0001.jpg,happiness
906,Stanislas_Wawrinka_0001.jpg,happiness
906,Stanley_Ho_0001.jpg,happiness
906,Stanley_McChrystal_0001.jpg,anger
906,Stanley_McChrystal_0002.jpg,happiness
906,Stanley_McChrystal_0003.jpg,sad
906,Stanley_Nelson_0001.jpg,neutral
906,Stanley_Tong_0001.jpg,happiness
906,Stanley_Tong_0002.jpg,anger
906,Stefaan_Declerk_0001.jpg,anger
906,Stefan_Holm_0001.jpg,anger
906,Stefan_Koubek_0001.jpg,anger
906,Stefan_Tafrov_0001.jpg,anger
906,Stefanie_De_Roux_0001.jpg,happiness
906,Stefano_Accorsi_0001.jpg,happiness
906,Stefano_Accorsi_0002.jpg,happiness
906,Stefano_Basalini_0001.jpg,happiness
906,Stefano_Gabbana_0001.jpg,happiness
