user.id,image,emotion,
628,facial-expressions_2868588k.jpg,angry,
628,facial-expressions_2868585k.jpg,surprised,
628,facial-expressions_2868584k.jpg,disgusted,
628,facial-expressions_2868582k.jpg,fearful,
jhamski,Avinash_1.jpg,NEUTRAL,RIGHT
jhamski,Avinash_10.jpg,SADNESS,FRONTAL
jhamski,Avinash_11.jpg,SADNESS,UP
jhamski,Avinash_12.jpg,SADNESS,DOWN
jhamski,Avinash_13.jpg,SADNESS,FRONTAL
jhamski,Avinash_14.jpg,SADNESS,FRONTAL
jhamski,Avinash_15.jpg,SADNESS,DOWN
jhamski,Avinash_16.jpg,SADNESS,RIGHT
jhamski,Avinash_17.jpg,SADNESS,RIGHT
jhamski,Avinash_18.jpg,SADNESS,RIGHT
jhamski,Avinash_19.jpg,NEUTRAL,FRONTAL
jhamski,Avinash_2.jpg,DISGUST,FRONTAL
jhamski,Avinash_20.jpg,SADNESS,DOWN
jhamski,Avinash_21.jpg,SADNESS,DOWN
jhamski,Avinash_22.jpg,SADNESS,DOWN
jhamski,Avinash_23.jpg,SADNESS,LEFT
jhamski,Avinash_24.jpg,SADNESS,LEFT
jhamski,Avinash_25.jpg,SADNESS,FRONTAL
jhamski,Avinash_26.jpg,SADNESS,DOWN
jhamski,Avinash_27.jpg,NEUTRAL,RIGHT
jhamski,Avinash_28.jpg,FEAR,RIGHT
jhamski,Avinash_29.jpg,FEAR,RIGHT
jhamski,Avinash_3.jpg,SADNESS,DOWN
jhamski,Avinash_30.jpg,SURPRISE,UP
jhamski,Avinash_4.jpg,NEUTRAL,DOWN
jhamski,Avinash_5.jpg,SADNESS,RIGHT
jhamski,Avinash_6.jpg,SADNESS,DOWN
jhamski,Avinash_7.jpg,SADNESS,DOWN
jhamski,Avinash_8.jpg,SADNESS,DOWN
jhamski,Avinash_9.jpg,SADNESS,DOWN
jhamski,Avinash_30.jpg,SADNESS,DOWN
jhamski,Dileep_10.jpg,NEUTRAL,FRONTAL
jhamski,Dileep_100.jpg,NEUTRAL,LEFT
jhamski,Dileep_101.jpg,SADNESS,LEFT
jhamski,Dileep_102.jpg,NEUTRAL,DOWN
jhamski,Dileep_104.jpg,NEUTRAL,LEFT
jhamski,Dileep_105.jpg,SADNESS,FRONTAL
jhamski,Dileep_106.jpg,SADNESS,LEFT
jhamski,Dileep_107.jpg,SADNESS,LEFT
jhamski,Dileep_108.jpg,NEUTRAL,LEFT
jhamski,Dileep_109.jpg,SADNESS,LEFT
jhamski,Dileep_110.jpg,SADNESS,LEFT
jhamski,Dileep_111.jpg,SADNESS,LEFT
jhamski,Dileep_12.jpg,NEUTRAL,RIGHT
jhamski,Dileep_13.jpg,SADNESS,RIGHT
jhamski,Dileep_14.jpg,SADNESS,RIGHT
jhamski,Dileep_15.jpg,SADNESS,RIGHT
jhamski,Dileep_17.jpg,SURPRISE,FRONTAL
jhamski,Dileep_18.jpg,NEUTRAL,RIGHT
jhamski,Dileep_19.jpg,NEUTRAL,RIGHT
jhamski,Dileep_2.jpg,NEUTRAL,RIGHT
jhamski,Dileep_20.jpg,NEUTRAL,RIGHT
jhamski,Dileep_21.jpg,NEUTRAL,RIGHT
jhamski,Dileep_22.jpg,NEUTRAL,RIGHT
jhamski,Dileep_23.jpg,SADNESS,RIGHT
jhamski,Dileep_24.jpg,SADNESS,RIGHT
jhamski,Dileep_25.jpg,NEUTRAL,RIGHT
jhamski,Dileep_26.jpg,NEUTRAL,DOWN
jhamski,Dileep_28.jpg,NEUTRAL,LEFT
jhamski,Dileep_29.jpg,NEUTRAL,RIGHT
jhamski,Dileep_3.jpg,NEUTRAL,RIGHT
jhamski,Dileep_31.jpg,NEUTRAL,RIGHT
jhamski,Dileep_32.jpg,NEUTRAL,RIGHT
jhamski,Dileep_33.jpg,ANGER,LEFT
jhamski,Dileep_34.jpg,NEUTRAL,LEFT
jhamski,Dileep_35.jpg,NEUTRAL,LEFT
jhamski,Dileep_36.jpg,SURPRISE,RIGHT
jhamski,Dileep_38.jpg,SURPRISE,RIGHT
jhamski,Dileep_4.jpg,NEUTRAL,RIGHT
jhamski,Dileep_40.jpg,NEUTRAL,RIGHT
jhamski,Dileep_41.jpg,SADNESS,RIGHT
jhamski,Dileep_42.jpg,NEUTRAL,RIGHT
jhamski,Dileep_43.jpg,NEUTRAL,FRONTAL
jhamski,Dileep_44.jpg,NEUTRAL,RIGHT
jhamski,Dileep_45.jpg,NEUTRAL,RIGHT
jhamski,Dileep_47.jpg,SURPRISE,RIGHT
jhamski,Dileep_48.jpg,SURPRISE,RIGHT
jhamski,Dileep_49.jpg,NEUTRAL,RIGHT
jhamski,Dileep_5.jpg,HAPPINESS,RIGHT
jhamski,Dileep_50.jpg,SADNESS,RIGHT
jhamski,Dileep_51.jpg,SADNESS,RIGHT
jhamski,Dileep_52.jpg,HAPPINESS,FRONTAL
jhamski,Dileep_53.jpg,NEUTRAL,RIGHT
jhamski,Dileep_54.jpg,NEUTRAL,RIGHT
jhamski,Dileep_55.jpg,NEUTRAL,DOWN
jhamski,Dileep_56.jpg,SADNESS,LEFT
jhamski,Dileep_57.jpg,NEUTRAL,RIGHT
jhamski,Dileep_58.jpg,NEUTRAL,RIGHT
jhamski,Dileep_59.jpg,NEUTRAL,RIGHT
jhamski,Dileep_6.jpg,HAPPINESS,RIGHT
jhamski,Dileep_60.jpg,SADNESS,RIGHT
jhamski,Dileep_61.jpg,HAPPINESS,LEFT
jhamski,Dileep_62.jpg,HAPPINESS,RIGHT
jhamski,Dileep_63.jpg,NEUTRAL,RIGHT
jhamski,Dileep_64.jpg,NEUTRAL,LEFT
jhamski,Dileep_65.jpg,NEUTRAL,RIGHT
jhamski,Dileep_66.jpg,NEUTRAL,LEFT
jhamski,Dileep_67.jpg,NEUTRAL,RIGHT
jhamski,Dileep_68.jpg,NEUTRAL,DOWN
jhamski,Dileep_69.jpg,NEUTRAL,DOWN
jhamski,Dileep_7.jpg,SADNESS,RIGHT
jhamski,Dileep_70.jpg,NEUTRAL,DOWN
jhamski,Dileep_71.jpg,ANGER,LEFT
jhamski,Dileep_72.jpg,ANGER,LEFT
jhamski,Dileep_73.jpg,NEUTRAL,LEFT
jhamski,Dileep_74.jpg,NEUTRAL,LEFT
jhamski,Dileep_75.jpg,NEUTRAL,FRONTAL
jhamski,Dileep_76.jpg,ANGER,FRONTAL
jhamski,Dileep_77.jpg,NEUTRAL,RIGHT
jhamski,Dileep_78.jpg,ANGER,RIGHT
jhamski,Dileep_79.jpg,SADNESS,RIGHT
jhamski,Dileep_8.jpg,NEUTRAL,RIGHT
jhamski,Dileep_80.jpg,SADNESS,RIGHT
jhamski,Dileep_81.jpg,NEUTRAL,RIGHT
jhamski,Dileep_83.jpg,SADNESS,RIGHT
jhamski,Dileep_84.jpg,SADNESS,RIGHT
jhamski,Dileep_85.jpg,ANGER,RIGHT
jhamski,Dileep_87.jpg,ANGER,RIGHT
jhamski,Dileep_88.jpg,SADNESS,RIGHT
jhamski,Dileep_89.jpg,NEUTRAL,RIGHT
jhamski,Dileep_9.jpg,NEUTRAL,FRONTAL
jhamski,Dileep_90.jpg,NEUTRAL,RIGHT
jhamski,Dileep_91.jpg,ANGER,RIGHT
jhamski,Dileep_92.jpg,NEUTRAL,FRONTAL
jhamski,Dileep_93.jpg,SADNESS,RIGHT
jhamski,Dileep_94.jpg,NEUTRAL,RIGHT
jhamski,Dileep_95.jpg,NEUTRAL,RIGHT
jhamski,Dileep_96.jpg,SADNESS,RIGHT
jhamski,Dileep_97.jpg,SADNESS,RIGHT
jhamski,Dileep_99.jpg,NEUTRAL,RIGHT
jhamski,Dwarakish_1.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_10.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_101.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_102.jpg,SADNESS,RIGHT
jhamski,Dwarakish_103.jpg,DISGUST,LEFT
jhamski,Dwarakish_104.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_105.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_106.jpg,ANGER,FRONTAL
jhamski,Dwarakish_107.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_108.jpg,DISGUST,LEFT
jhamski,Dwarakish_109.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_11.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_111.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_112.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_113.jpg,SADNESS,UP
jhamski,Dwarakish_114.jpg,SADNESS,LEFT
jhamski,Dwarakish_115.jpg,HAPPINESS,RIGHT
jhamski,Dwarakish_116.jpg,HAPPINESS,RIGHT
jhamski,Dwarakish_117.jpg,HAPPINESS,RIGHT
jhamski,Dwarakish_118.jpg,NEUTRAL,FRONTAL
jhamski,Dwarakish_119.jpg,HAPPINESS,LEFT
jhamski,Dwarakish_12.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_120.jpg,DISGUST,LEFT
jhamski,Dwarakish_121.jpg,DISGUST,LEFT
jhamski,Dwarakish_122.jpg,DISGUST,LEFT
jhamski,Dwarakish_123.jpg,DISGUST,RIGHT
jhamski,Dwarakish_125.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_127.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_128.jpg,DISGUST,RIGHT
jhamski,Dwarakish_129.jpg,DISGUST,RIGHT
jhamski,Dwarakish_13.jpg,SADNESS,UP
jhamski,Dwarakish_130.jpg,SADNESS,RIGHT
jhamski,Dwarakish_131.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_132.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_133.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_134.jpg,SADNESS,RIGHT
jhamski,Dwarakish_135.jpg,HAPPINESS,RIGHT
jhamski,Dwarakish_136.jpg,HAPPINESS,LEFT
jhamski,Dwarakish_137.jpg,HAPPINESS,UP
jhamski,Dwarakish_138.jpg,ANGER,UP
jhamski,Dwarakish_139.jpg,HAPPINESS,UP
jhamski,Dwarakish_14.jpg,FEAR,FRONTAL
jhamski,Dwarakish_141.jpg,DISGUST,RIGHT
jhamski,Dwarakish_143.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_144.jpg,DISGUST,LEFT
jhamski,Dwarakish_145.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_146.jpg,HAPPINESS,UP
jhamski,Dwarakish_147.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_148.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_149.jpg,DISGUST,UP
jhamski,Dwarakish_15.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_150.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_151.jpg,DISGUST,RIGHT
jhamski,Dwarakish_152.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_153.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_154.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_157.jpg,HAPPINESS,UP
jhamski,Dwarakish_158.jpg,DISGUST,RIGHT
jhamski,Dwarakish_159.jpg,ANGER,FRONTAL
jhamski,Dwarakish_16.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_160.jpg,DISGUST,RIGHT
jhamski,Dwarakish_162.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_163.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_164.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_165.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_166.jpg,ANGER,FRONTAL
jhamski,Dwarakish_167.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_168.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_169.jpg,HAPPINESS,RIGHT
jhamski,Dwarakish_17.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_170.jpg,DISGUST,UP
jhamski,Dwarakish_171.jpg,DISGUST,RIGHT
jhamski,Dwarakish_173.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_174.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_175.jpg,DISGUST,RIGHT
jhamski,Dwarakish_176.jpg,DISGUST,RIGHT
jhamski,Dwarakish_177.jpg,DISGUST,LEFT
jhamski,Dwarakish_178.jpg,DISGUST,RIGHT
jhamski,Dwarakish_179.jpg,DISGUST,RIGHT
jhamski,Dwarakish_18.jpg,DISGUST,UP
jhamski,Dwarakish_180.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_181.jpg,DISGUST,UP
jhamski,Dwarakish_182.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_183.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_184.jpg,DISGUST,RIGHT
jhamski,Dwarakish_185.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_188.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_189.jpg,DISGUST,RIGHT
jhamski,Dwarakish_19.jpg,DISGUST,RIGHT
jhamski,Dwarakish_190.jpg,DISGUST,LEFT
jhamski,Dwarakish_191.jpg,DISGUST,LEFT
jhamski,Dwarakish_192.jpg,HAPPINESS,UP
jhamski,Dwarakish_195.jpg,FEAR,FRONTAL
jhamski,Dwarakish_197.jpg,SADNESS,LEFT
jhamski,Dwarakish_198.jpg,DISGUST,LEFT
jhamski,Dwarakish_199.jpg,SADNESS,RIGHT
jhamski,Dwarakish_2.jpg,SADNESS,RIGHT
jhamski,Dwarakish_200.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_201.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_202.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_203.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_21.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_22.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_23.jpg,DISGUST,RIGHT
jhamski,Dwarakish_24.jpg,DISGUST,RIGHT
jhamski,Dwarakish_25.jpg,DISGUST,RIGHT
jhamski,Dwarakish_27.jpg,FEAR,RIGHT
jhamski,Dwarakish_28.jpg,FEAR,RIGHT
jhamski,Dwarakish_29.jpg,DISGUST,RIGHT
jhamski,Dwarakish_3.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_30.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_32.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_33.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_34.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_35.jpg,DISGUST,LEFT
jhamski,Dwarakish_36.jpg,DISGUST,LEFT
jhamski,Dwarakish_39.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_40.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_41.jpg,DISGUST,RIGHT
jhamski,Dwarakish_42.jpg,DISGUST,LEFT
jhamski,Dwarakish_43.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_45.jpg,HAPPINESS,FRONTAL
jhamski,Dwarakish_46.jpg,HAPPINESS,LEFT
jhamski,Dwarakish_48.jpg,DISGUST,RIGHT
jhamski,Dwarakish_49.jpg,DISGUST,RIGHT
jhamski,Dwarakish_5.jpg,DISGUST,LEFT
jhamski,Dwarakish_50.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_51.jpg,DISGUST,RIGHT
jhamski,Dwarakish_53.jpg,DISGUST,RIGHT
jhamski,Dwarakish_57.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_58.jpg,DISGUST,RIGHT
jhamski,Dwarakish_59.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_6.jpg,DISGUST,RIGHT
jhamski,Dwarakish_60.jpg,DISGUST,RIGHT
jhamski,Dwarakish_61.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_62.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_63.jpg,DISGUST,RIGHT
jhamski,Dwarakish_64.jpg,DISGUST,RIGHT
jhamski,Dwarakish_65.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_66.jpg,DISGUST,RIGHT
jhamski,Dwarakish_67.jpg,DISGUST,RIGHT
jhamski,Dwarakish_68.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_69.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_7.jpg,DISGUST,RIGHT
jhamski,Dwarakish_70.jpg,DISGUST,RIGHT
jhamski,Dwarakish_71.jpg,DISGUST,RIGHT
jhamski,Dwarakish_72.jpg,ANGER,LEFT
jhamski,Dwarakish_74.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_75.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_77.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_78.jpg,SADNESS,UP
jhamski,Dwarakish_79.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_8.jpg,SADNESS,UP
jhamski,Dwarakish_80.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_81.jpg,SADNESS,LEFT
jhamski,Dwarakish_83.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_85.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_86.jpg,SADNESS,LEFT
jhamski,Dwarakish_87.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_89.jpg,SADNESS,FRONTAL
jhamski,Dwarakish_9.jpg,FEAR,RIGHT
jhamski,Dwarakish_90.jpg,DISGUST,LEFT
jhamski,Dwarakish_91.jpg,DISGUST,LEFT
jhamski,Dwarakish_93.jpg,DISGUST,LEFT
jhamski,Dwarakish_94.jpg,DISGUST,LEFT
jhamski,Dwarakish_95.jpg,DISGUST,LEFT
jhamski,Dwarakish_97.jpg,HAPPINESS,LEFT
jhamski,Dwarakish_98.jpg,DISGUST,FRONTAL
jhamski,Dwarakish_99.jpg,SADNESS,FRONTAL
jhamski,FaridaJalal_1.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_10.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_100.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_101.jpg,HAPPINESS,DOWN
jhamski,FaridaJalal_102.jpg,DISGUST,LEFT
jhamski,FaridaJalal_103.jpg,DISGUST,LEFT
jhamski,FaridaJalal_104.jpg,DISGUST,UP
jhamski,FaridaJalal_105.jpg,DISGUST,LEFT
jhamski,FaridaJalal_106.jpg,DISGUST,LEFT
jhamski,FaridaJalal_107.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_108.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_109.jpg,DISGUST,FRONTAL
jhamski,FaridaJalal_11.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_110.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_111.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_112.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_12.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_13.jpg,DISGUST,FRONTAL
jhamski,FaridaJalal_14.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_15.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_16.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_17.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_18.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_19.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_2.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_20.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_21.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_22.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_23.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_24.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_28.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_29.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_3.jpg,DISGUST,FRONTAL
jhamski,FaridaJalal_30.jpg,DISGUST,LEFT
jhamski,FaridaJalal_31.jpg,ANGER,FRONTAL
jhamski,FaridaJalal_32.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_33.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_34.jpg,HAPPINESS,LEFT
